gene	Sham-1	Sham-2	12-HETE-1	12-HETE-2
Vps11	7.558982	8.840727	14.118893	15.58266
Robo3	0	0	0.264966	0.022376
Abcg4	0	0	0.050669	0.042175
Mcam	1.939781	1.452176	0.597001	0.112854
Pin1	3.861902	4.847	14.257222	13.661858
Olfm2	0	0	2.700382	3.917904
Icam5	0	0	0.013984	0.038027
Tyk2	5.794592	2.972891	10.772911	9.971623
Pde4a	0.130459	0.081347	0.476798	0.525003
Ilf3	5.37786	4.035574	17.027912	20.225237
Bmp5	1.581724	1.850547	0	0
Tmed1	4.677194	5.993122	11.256401	9.321262
Yipf2	8.099394	10.198225	12.915422	9.843899
Lysmd2	0.807772	0.73214	6.359529	5.872772
Carm1	6.091701	5.783534	23.664631	26.82349
Smarca4	7.725044	7.226366	23.505583	22.261976
Gnb5	0	0	0.529014	0.213662
Ldlr	20.345301	15.701299	42.123322	41.121162
Kank2	2.477291	2.04243	22.590391	18.880209
Dock6	0.920649	0.856044	19.258108	15.970755
Polr2m	25.769625	24.394279	49.62447	51.924431
Rab27a	1.262636	0.533525	0.217576	0.304122
Aqp9	115.90316	107.116356	55.061722	55.2584
Lipc	88.781273	94.666924	77.74144	85.154518
Sltm	6.751136	6.514601	21.586502	21.576244
Rsl24d1	10.03611	9.984235	35.950729	35.016159
Nedd4	23.319683	23.925627	70.173172	112.291847
Rnf111	4.815924	4.21542	7.221197	8.784118
Ccnb2	1.571434	0	0.427409	0.842185
Myo1e	9.767966	7.478017	15.161549	16.719891
Fam81a	0.698878	0.29834	0.239161	0.179104
Tcf12	4.968054	5.772019	7.436601	9.419504
Anxa2	5.873178	4.105231	304.973694	369.543732
Cgnl1	13.768049	10.199048	25.257963	27.551796
Ice2	1.231599	1.793598	1.988191	2.055557
Rora	8.575943	6.093648	4.563947	4.733796
Rp9	39.978527	39.573963	34.118942	30.23303
Itga11	0	0	0.010029	0.016884
Fem1b	2.383205	3.020297	9.791133	12.709812
Cln6	0.608394	0.661328	1.946756	2.00382
Calml4	0.241172	0.924384	0.034558	0.013014
Anp32a	57.79697	30.502466	58.181046	64.976364
Irak1bp1	0.742292	0.699486	2.962437	2.570568
Glce	5.199333	6.621587	10.852669	9.907332
Phip	1.445138	1.47162	3.451285	3.330577
Kif23	0	0.271235	0	0
Lca5	0.361459	0	0.819631	0.990455
Sh3bgrl2	6.047795	5.086013	27.413826	29.958006
Elovl4	0	0	0.036896	0.112215
Bckdhb	33.134541	40.878178	15.252618	14.735561
Zw10	5.372179	5.505025	6.164871	6.343046
Fam46a	1.958254	2.329667	8.737306	11.687725
Usp28	0.265811	1.124407	7.901994	9.317268
Nnmt	397.033234	394.319244	29.549717	24.730644
Paqr5	0	0	0.015525	0.047297
Idh3a	13.729611	16.581705	11.939488	11.990582
Tle3	5.620429	2.801466	3.897003	5.077538
Acsbg1	0	0	0.172815	0.136646
Dnaja4	1.894237	1.659674	3.161276	3.000308
Imp3	24.933798	27.254635	44.02029	42.068993
Thsd4	0.045353	0	0	0
Ptpn9	3.474314	4.265466	16.059793	15.879669
Ireb2	26.396185	23.943283	11.610456	12.722325
Pkm	7.194273	5.5337	352.632538	410.271484
Man2c1	15.397503	13.251396	17.012428	16.51816
Neil1	2.101391	1.491702	5.042976	5.071431
Commd4	15.893383	17.998949	20.439714	19.421745
1700017B05Rik	2.237969	3.011652	61.910122	46.034073
Psma4	64.657852	69.339523	111.968376	109.6931
Fam219b	3.818267	1.447747	3.56774	4.440882
Mpi	6.289881	5.243097	9.181594	9.354365
Ube2q2	7.429984	7.447656	12.993178	14.496463
Ulk3	3.953104	2.97869	9.91064	12.820193
Fbxo22	18.856482	19.783163	34.928158	35.377159
Cyp1a2	286.263733	245.497955	167.585785	153.420059
Nrg4	32.398796	46.200905	5.029931	7.449821
Csk	19.763588	13.909568	23.911995	22.930729
Tmem266	0.090781	0.028635	0.07512	0.285528
Etfa	192.135544	213.125336	115.763336	119.735237
Cyp1a1	0.257147	0.187586	1.610306	1.130235
Clk3	7.008071	7.282409	14.718438	18.395998
Rcn2	2.005521	2.142443	10.118515	8.994028
Pstpip1	0	0	0.53699	0.115813
Cyp11a1	0	0	0	0.079556
Tspan3	2.042228	1.474115	3.522793	4.106682
Tmem30a	53.351818	46.419437	23.266497	25.433876
Hmg20a	3.114549	2.678528	4.383568	4.249504
Cox7a2	140.238251	161.800995	108.977791	104.621559
Col12a1	0.026125	0.03516	12.10404	17.597849
Stoml1	1.550174	0.315841	7.381578	7.029392
Loxl1	0.273643	0.183511	0	0
Nptn	20.019379	16.082581	18.110815	23.025902
Neo1	3.03839	1.349422	13.521396	13.328698
Mto1	7.707399	6.038413	8.063335	6.636339
Impg1	0	0	0	0.045021
Mb21d1	0.049517	0.268768	0.109294	0.179994
Gsta4	24.472178	32.690701	79.013023	97.475975
Elovl5	63.04768	84.656326	24.050797	21.438831
Gclc	25.542103	19.932455	228.61705	201.348785
Lrrc1	0	0	2.778561	2.819803
Tmed3	15.152954	23.64098	12.027329	13.574513
Fam83b	0	0	0.142723	0.276529
Ctsh	150.774887	127.67173	60.430813	47.339626
Hcrtr2	0.239339	0.188323	0	0
Adamts7	0.137644	0.094055	2.194069	1.465601
Tpm1	14.469505	12.376358	141.114655	145.625061
Plscr1	15.73478	12.513109	113.898613	94.148674
Lactb	19.20397	18.632215	10.534766	9.833323
Plscr2	11.899398	13.673078	1.677877	3.324635
Plod2	0.0821	0.110492	3.290329	5.340605
Aph1b	0.27387	0.137207	0.650868	0.611892
Usp3	7.129347	5.769684	12.834174	11.703459
Plscr4	0.624467	0.502063	0.034558	0.05264
Dapk2	0.222821	0.854187	20.290565	22.130119
Fam96a	24.78063	22.495628	32.140305	31.816477
Snx1	8.543615	8.819906	27.853508	31.707212
Ppib	196.442352	209.182419	136.332901	128.579071
Csnk1g1	1.580282	0.153466	3.140358	2.987759
Trip4	18.45207	15.370335	6.477846	5.705945
Rbpms2	18.943548	19.66239	17.043543	16.95472
Spg21	8.96636	6.159263	32.047974	32.648689
Parp16	4.674062	3.429085	12.578325	14.163018
Dpp8	10.069438	11.144949	9.609944	10.630691
Dis3l	5.660834	5.034961	8.632405	9.282499
Tipin	1.523519	3.795687	8.334127	8.758468
Snapc5	7.571809	7.968951	9.870407	6.628119
Rpl4	271.366821	292.30484	571.915405	567.370422
Zwilch	0.157124	0	1.759324	1.573841
Smad3	1.441519	1.304701	19.371069	16.143806
2300009A05Rik	4.287419	8.521894	19.551754	18.309015
Pias1	2.694644	2.43053	5.542174	3.92021
U2surp	4.7249	5.298401	12.007284	14.618169
Atr	2.628853	4.392875	4.113521	4.729549
Xrn1	1.782282	1.737274	3.452725	3.230404
Tfdp2	2.518752	2.715468	2.351048	3.835687
Atp1b3	13.202888	10.978096	29.955673	34.499443
Rasa2	0.43063	0.25932	1.057691	1.922201
Ube2cbp	1.232055	0.838675	4.615837	2.983005
Rwdd2a	0.220433	0.224022	1.303357	1.269729
Me1	33.041271	41.104935	136.324326	115.335022
Nt5e	1.226953	2.051838	10.209146	9.647725
Snx14	3.76755	6.375283	10.035823	11.217999
Syncrip	10.436868	10.456527	13.03703	15.598186
Zfp949	3.925211	1.78692	1.332379	1.46069
Crtap	2.622721	1.416733	14.898154	15.388239
Cmtm6	33.890934	23.069868	19.358238	17.557083
Dync1li1	7.291166	7.503637	31.374716	33.743576
Cmtm7	0	0.864471	16.477419	16.332281
Stt3b	20.590361	27.372404	44.142395	41.49839
Tgfbr2	8.655443	11.235729	27.05187	23.555574
Slc25a36	0.644928	0.338367	1.087626	0.966463
Clstn2	0	0	0.012683	0
Nmnat3	1.619831	0.467143	4.857958	5.554959
Copb2	51.531773	61.640041	42.950035	45.044022
Mrps22	12.944313	15.469899	21.6546	18.722519
Pik3cb	2.096966	2.201765	5.659823	5.637216
Faim	7.00365	4.63717	20.323162	19.530338
Armc8	3.163258	3.071014	5.944343	7.778398
Dbr1	3.076247	3.281	8.842679	8.528434
Mras	0.149268	0.10762	2.676924	2.276704
Cldn18	0	0	0.06635	0.13471
Nck1	8.042148	5.748741	11.191533	5.303051
Cdc25a	1.109225	0.974901	6.419597	6.369002
Nme6	14.271601	24.399744	15.499619	18.077518
Map4	5.979197	5.213649	35.539871	52.541649
Dhx30	8.270978	4.644811	15.370668	13.903637
Smarcc1	4.391377	3.144684	27.674685	29.303093
Cspg5	0.155794	0.104582	0.49461	0.214836
Ngp	0	0	0	0.046006
Scap	31.465622	24.650469	46.936085	43.192818
Ptgs2	0.131854	0.067704	0.04973	0.125536
Kif9	0	0	0.507834	0.520535
Nradd	0.129682	0.246513	2.418549	2.461302
Pth1r	0.860177	1.528807	0.048947	0
Lrrc2	0	0	0.045416	0.076866
Lrrfip2	11.879189	12.258803	67.067009	50.38184
Mlh1	5.683916	9.197949	2.797799	3.830417
Dclk3	0.365589	0.235014	1.215393	0.579785
Trib1	18.946795	15.951167	10.450886	9.794434
Pdcd6ip	23.016939	23.134464	39.566074	39.046886
Fbxl2	0	0	0.087141	0.008613
Myd88	21.881393	22.575853	18.595133	14.227761
Scn5a	0	0	0.019081	0.033254
Wdr48	6.814618	6.98955	12.351097	13.665146
Gorasp1	8.897145	10.12299	9.368344	9.70772
Ttc21a	0	0	0.07805	0.200054
Csrnp1	11.628551	6.607457	17.122599	15.334121
Mobp	0	0	0	0.017109
Rpsa	89.534081	91.930023	513.82074	494.391968
Slc25a38	11.541682	11.314578	8.203639	9.702264
Nktr	19.550354	19.880663	12.770869	16.788837
Ss18l2	28.385571	25.910563	5.407382	5.218336
Pccb	81.960587	82.059906	41.204823	39.247894
Vipr1	10.265422	8.546156	0.022588	0
Amotl2	6.514441	4.101275	15.389339	11.864806
Cck	0	0	9.818899	5.688845
Cep63	4.681513	2.292002	4.018404	5.779907
Trak1	16.363949	17.578739	12.780806	12.104857
Abhd5	9.892892	10.727411	16.823994	22.463915
Ryk	11.729856	11.311996	16.293909	18.418274
Slco2a1	8.769996	6.365094	15.864086	17.033972
Rab6b	0.159759	0.101041	0.209714	0.09544
1110059G10Rik	3.387509	2.797181	1.943464	1.890668
Srprb	12.235509	13.436073	11.399483	11.889579
Trf	5042.408203	3336.080811	2427.855469	2424.295654
Topbp1	2.264472	1.417512	7.65766	10.835282
Uba5	14.173619	19.088219	19.225357	18.956375
Nphp3	0.685447	0.683305	2.109696	1.619267
Dnajc13	17.48069	7.533633	9.063662	8.682938
Acpp	6.28383	5.421095	0.043217	0.12625
Gnai2	34.79987	30.272537	67.143654	59.138809
Mrpl3	6.199778	11.706035	10.473263	9.058076
Nudt16	2.537362	2.882198	4.962726	5.433311
Aste1	2.308562	2.305934	2.722392	3.740035
Atp2c1	10.268198	8.054896	12.169549	13.742195
Pik3r4	7.721932	6.757305	8.530923	6.906833
Manf	92.543617	178.755371	49.406174	31.620073
Mapkapk3	0.37159	0.18994	21.285215	18.065542
Cish	5.585231	10.058612	10.727035	4.009571
Hemk1	5.118249	5.060122	5.680156	7.245356
Rbm5	9.247387	14.321265	12.675227	14.290875
Rbm6	7.447191	7.005291	13.977821	11.644552
Mon1a	8.661674	7.722224	7.413751	6.908931
Mst1r	0	0	0.175021	0.214109
Traip	0	0	0.712862	0.7692
Bsn	0	0	0.017368	0.010582
Apeh	26.547092	24.744587	20.49029	17.360079
Mst1	56.798481	51.053658	35.997364	35.137035
Amigo3	1.296829	1.41535	0.85442	0.630954
Ip6k1	15.251304	16.237347	16.92779	16.445343
Cdhr4	0	0	0.022324	0.017078
Uba7	7.736007	5.772748	5.388672	5.035665
Nckipsd	2.522354	0.81308	5.523279	5.701986
Ip6k2	24.190474	20.077047	11.031527	12.454656
Prkar2a	28.19887	24.057264	20.705715	22.865932
Slc25a20	49.710766	59.847885	12.223721	12.525333
Qars	43.297844	31.884449	47.539185	41.265266
Nicn1	5.319121	3.648787	7.332952	5.347597
Amt	12.80195	13.405999	8.616378	7.324967
Klhdc8b	2.93342	0.881624	3.04279	2.015868
1700102P08Rik	0	0	0.542414	0.501529
Usp4	22.645575	20.287832	28.462896	30.177193
Nt5m	5.598565	5.676064	9.885445	7.481494
Srek1	11.808284	11.642792	8.309845	9.924691
Eml4	3.30056	2.72709	9.571989	13.575704
Thsd7a	0.036458	0.027224	0	0.029704
Flcn	11.62682	11.980753	11.813395	15.367118
Atxn2l	14.29527	13.278271	39.225868	41.11438
Chsy1	1.077771	0.84804	2.935913	3.541207
Gpr19	0.790002	1.170313	2.280907	2.896762
Fhl3	0	0	10.453625	11.842698
Pygm	0	0	0.909721	2.526667
Colgalt2	0.048484	0.074163	0.027052	0.088686
Crebl2	13.161865	14.472398	20.528597	19.455614
March3	0.689604	0.152221	1.986203	2.413944
Fam189b	0.292636	0.320708	0.55043	0.646671
Oas3	0.703728	0.137324	0.325437	0.443667
1700025G04Rik	0.697139	0.473955	0.090721	0.25505
Pon2	18.186251	13.521888	17.245632	14.4481
A930018P22Rik	0	0	0.465394	0.328747
Prorsd1	11.991007	13.600583	10.426952	9.45266
Cd59a	13.196028	11.004775	4.999182	5.828955
Malt1	0.474248	0.75752	1.96564	1.992613
Oas2	0.640668	0.407153	0.205964	0.048494
Nlrp3	0.323076	0.176146	0.144338	0.027963
Lmo2	1.030324	1.17047	2.1222	2.681488
Kank1	7.339025	7.500866	3.705884	4.297914
Exd2	2.333431	2.88952	4.849189	3.917612
2810474O19Rik	1.666672	1.352626	1.39785	2.227225
Syde1	0.485318	0.612958	6.594348	5.363233
Trib3	3.161619	3.054007	68.211845	66.619331
Mdfi	0	0.236548	0	0.495806
Mansc1	0.253142	0.212927	1.797996	2.017938
Abtb2	1.424895	1.892563	25.690737	29.214943
Folr2	13.527698	8.716154	1.900236	1.810453
Bmp8a	0	0	1.449599	1.419392
Mier3	1.826431	2.203712	3.51587	4.366326
Snx33	2.313895	2.385258	3.72163	3.239747
Ablim3	4.847275	4.694228	3.171717	2.811695
Inppl1	7.73636	5.872327	22.455667	18.481176
Pram1	0.264034	0	0.379599	0.322753
Ccdc88a	0.042765	0	1.301846	1.637054
Tpcn1	11.046359	13.288251	6.471688	5.641997
D430042O09Rik	3.51433	2.903896	4.45735	5.232667
Heyl	0.110473	0.133812	0.04881	0.092892
Gpbp1	12.0376	12.130935	8.948529	9.899612
Gab3	0.183503	0	0	0
Slc8b1	19.217829	12.987307	11.382396	10.837569
Bet1	33.0742	39.012619	11.464282	11.912382
Ilvbl	13.034879	15.421757	21.008261	19.296535
Gng11	3.147734	2.64019	3.221341	3.358307
Chrm1	0	0	0	0.026865
Mctp2	8.202309	7.323177	1.851943	1.425179
Gtf3c1	11.585426	12.329748	23.18902	16.6395
Cntrob	0.15578	0.754532	1.536396	1.825991
Troap	0	0	0.03668	0.02744
Alas1	307.025391	274.271271	56.192509	55.582981
Pdxk	9.194115	9.644191	12.057152	11.780005
Lama1	0.17883	0.063568	0	0.005572
Srxn1	18.008242	15.39104	591.288208	525.472046
Cdv3	18.322906	26.071074	65.782211	83.650841
Slc10a3	2.074098	2.596772	11.060095	3.353962
Cyp2c38	4.216397	6.803203	2.364946	1.38698
Arap1	27.137808	19.502775	15.949638	12.524106
Fanca	0.176629	0.231559	0.496799	0.312991
Igdcc4	0.030525	0	0.008695	0.045087
Ank2	0.257023	0.286396	0.011597	0.00786
Ppp1r9a	0.801409	0.794179	0.347975	0.455504
Pwp2	4.259627	4.562014	20.330147	20.925261
Trpc1	0.365649	0	0.535056	0.819418
2410131K14Rik	1.133901	0.631297	8.531958	7.7048
Prr5l	0.21001	0.685903	0.038618	0.200073
Abcc10	1.775683	1.883928	1.841789	2.063136
Zswim6	0.312288	0.352298	1.415578	1.469389
Abcc4	0.069991	0.247263	1.379244	1.15078
Rnft2	0	0	0	0.145735
Rspo4	0	0	0.093399	0
Pkd1	1.703345	1.438044	6.014471	6.953646
P2ry2	8.663974	9.460213	3.003646	3.994071
Fbxw8	11.558013	11.1802	32.59222	32.194237
Psmf1	9.045382	9.113818	13.204911	12.14723
Smap2	11.58405	11.25929	11.041026	9.822167
Cyb5r4	5.161438	7.2083	12.749157	15.165991
Arhgef17	0.275251	0.235881	0	0.011034
Acsl3	6.062632	7.581986	10.136036	11.057475
Gm6685	3.103518	4.640766	0.440701	0.327582
Rims3	0.138693	0.124121	0.171646	0.236532
Rangrf	0	1.087369	7.423566	4.485052
Nfyc	8.400887	5.660737	20.361359	14.07704
Fbxo21	10.492457	11.303788	7.334084	6.260241
Styk1	0	0	0.065518	0.013574
Slc16a1	8.83172	9.941785	38.21196	42.234447
Atg12	10.779881	10.547729	18.174911	18.9209
Sgpp2	0	0	0.124503	0
Lrig2	0.452679	0.796451	1.786576	2.562923
Adgre4	1.517212	0.463744	0.015859	0
Itgbl1	0	0.074673	0	0
Hspa13	15.259739	25.638971	8.699253	8.942238
Nup93	2.273339	3.391674	16.042135	14.619385
Rasgrp2	6.618686	4.897829	1.743519	1.848728
Ap4b1	8.274773	1.023011	5.646955	4.819004
Pebp1	63.560181	68.992226	128.849075	122.739357
Ift57	0	0	3.532502	3.684219
Fkbp1a	29.574419	22.692707	128.367874	118.684036
Fam207a	13.863531	13.414131	33.881424	30.59889
Guca2b	0	0	0.062749	0.278776
Slc16a8	0	0	0.080785	0.162661
Chpf	0.479379	0.151789	4.178827	3.908018
Foxj3	3.398415	3.269684	7.874386	10.524739
Mycbp2	1.870407	4.153777	11.871262	10.731254
Ogfod1	4.577177	6.327875	4.400733	5.790361
Trim33	2.138885	1.763889	7.493232	8.171941
Nfatc1	1.606668	0.960684	4.751788	5.350645
Polr2f	34.032696	35.526527	86.287407	77.927597
Gmppa	17.195238	24.264715	10.210242	12.409702
Cdo1	559.703308	652.312622	108.982414	105.799774
1700088E04Rik	0.033516	0	1.192586	0.771735
C330027C09Rik	0	0.076327	1.369507	1.264024
Afap1l1	0.785888	1.194239	0.505613	0.344
Calhm2	1.220159	0.535144	0.07417	0.053068
Gm7879	0.510614	0.850441	0.211603	0.143939
Micall1	2.677555	1.717363	14.815706	17.264683
Eif3l	35.284451	33.82267	85.483818	79.752945
Npat	1.318535	1.227062	2.755495	3.24322
Ankrd54	3.836051	3.75956	7.38216	7.855
Pygb	0.486723	0.594291	14.465202	14.646513
Lmo7	6.158703	7.804404	10.260137	8.967099
Pfkm	2.883306	1.609669	4.13821	3.936693
Gas7	0.42352	0.314405	0.140755	0.410003
Entpd6	1.37904	1.039919	8.806036	8.103008
Senp1	2.07098	1.158332	3.847336	5.358651
Clec1a	0.520385	0.275838	0	0
Tbc1d4	0.216477	0.171683	0.280043	0.470251
Triobp	5.630291	4.845837	16.062681	16.075388
Apmap	15.515163	14.134155	12.148007	12.412245
Nol12	3.007722	3.84164	12.109561	12.166355
Cdc14b	2.335904	1.285137	3.6509	3.754647
Lss	7.601533	9.967857	9.442247	7.167302
Slc7a6os	12.528105	13.866611	24.074589	24.398121
Rnf125	12.403881	9.654563	19.153009	18.028931
3830406C13Rik	3.479392	3.097031	2.141751	1.869036
Slc35d2	16.143446	20.032997	20.205013	20.996765
Atg9a	14.824588	12.980647	11.871221	13.333432
Ybey	0.656137	0.828169	0.846306	1.154804
Gga1	10.539873	11.677197	20.521648	19.393175
Slc22a15	2.245035	1.802145	3.490167	2.927351
Phldb2	15.043003	17.202887	56.752838	80.811974
Podxl2	0.045668	0	0.249059	0.224666
Abhd10	1.497001	2.493181	3.327254	5.328088
Cnppd1	17.275402	15.052547	57.346268	55.264683
Atp1a1	107.431824	110.802681	278.363251	246.656708
Dis3	2.802153	4.231458	11.529789	11.619728
Card10	1.057965	1.10283	4.619256	4.916143
Mgll	44.843689	46.793484	4.469715	4.936944
Tmprss7	0.232495	0	0.0428	0.036738
Kbtbd12	0	0	0.011921	0.024212
Tmed7	26.830359	31.876778	22.651514	25.887133
Mzt1	3.673561	4.611602	11.123932	13.71519
BC016579	0	0.138481	0.094196	0.179534
Tie1	3.971535	2.415749	0.458083	0.585423
Lpcat2	0.8326	0.143982	0.631028	0.119866
Mamdc2	0.388568	0.212188	0	0.016842
S100b	0	0	0	0.075768
Ttc28	0.148217	0.037545	0.367943	0.104711
AA467197	0	0	0.262157	0
Eefsec	7.161462	8.330003	13.010379	11.006123
Rac2	2.012112	0.901824	0.320334	0.266332
Ttf2	1.265195	0.963127	7.09358	6.82862
Scaf11	7.572689	8.350089	17.787987	21.235619
Trim45	0.086499	0.043878	1.142638	3.018293
Arid2	2.323805	2.244791	4.962669	5.996564
Hsf4	0.801145	1.354111	17.480516	23.399281
Szt2	1.45702	0.487757	4.541364	5.214829
Shf	1.532394	1.789806	2.802923	3.085558
Ttll4	5.653849	4.665609	5.648851	14.834775
Slc35a4	8.537756	7.758722	16.614923	14.796845
Stk36	0	0	0.283568	1.026927
Ptprm	0.431642	0.18132	0.0845	0.087912
Rpgrip1l	0.223095	0.149093	0.892364	1.62066
Wdr3	9.983766	9.278787	19.397135	20.46067
Kctd17	4.239619	4.014356	14.459366	17.863564
Noc4l	7.937801	12.480266	19.50836	19.600275
Ptprf	18.781429	12.532972	56.882275	50.19696
Lpp	3.154424	3.683284	4.44586	5.204718
Mif	77.281776	74.872185	941.149963	877.546326
Dpyd	86.785217	98.438148	19.211599	19.239227
Fbxl8	0.838428	0.513943	4.490514	5.390848
Galnt9	0	0	0.019203	0
Gstt2	14.609491	25.840868	11.769283	7.563715
Fem1c	2.912217	2.850236	3.149224	3.465715
Ctdp1	3.816668	3.3979	17.357643	18.713116
Kdm4a	12.775935	9.827178	10.867616	13.431485
Tnxb	0.604468	0.508843	0.026559	0.015703
Dnm2	19.552391	19.273481	27.023565	26.80608
Chst2	0.287272	0.399862	0.089747	0.203741
Map2k4	10.516726	16.067007	16.511236	21.72533
Rtp4	4.968198	3.142738	16.839664	17.048092
Pus7l	0.526578	0.49879	3.308147	3.423691
Prrg3	0.23628	0.10236	0	0.014219
Usp37	1.009813	0.960174	3.095924	3.925701
Ipo13	7.400406	4.487113	19.807556	16.644419
Trim69	0	0	0.159494	0.220717
Fntb	2.522309	2.207503	3.442979	3.756557
Palmd	10.786982	14.515098	4.771322	5.868497
Atp6v0b	53.784389	56.831898	116.439644	113.764534
Trappc8	5.916555	6.798474	9.016059	9.462299
Frrs1	9.050523	6.336641	13.417743	15.128685
Arhgap44	0.097419	0.074002	1.359338	1.450622
Clasp2	1.339257	1.258344	5.639763	4.54688
Spg11	3.046968	1.611065	5.196716	5.437791
Agl	4.719356	5.637476	8.649352	8.997656
Nudt15	0.358595	0	0.723728	0.580129
Ctdspl2	1.609201	1.434684	3.366886	3.359306
Gucd1	52.153782	55.183678	28.460041	29.189831
Cacul1	12.704659	13.993519	13.897364	14.380245
Antxr1	0.190833	0.077048	0.038458	0
Eri3	10.181823	10.965409	12.836523	11.184311
Upb1	74.470604	71.602783	18.118975	16.996601
Mcee	37.280861	38.47039	14.392347	12.622518
Terf2ip	3.879821	5.371782	7.78463	6.981387
Gtpbp6	7.999585	10.85209	34.655674	31.115963
Armcx2	0.397449	0.601039	0.117191	0.089106
Trmt13	1.266836	1.565526	2.802235	2.735724
Specc1l	2.740539	2.231187	10.902125	10.315928
Lpar6	2.520885	1.8741	1.163091	0.981662
Tagap	0	0.919702	0.510528	0.51474
Adamts15	0.422072	0.367558	0.009339	0
Zbtb1	0.67567	0.609704	1.947918	2.56696
Fan1	1.36643	1.902979	3.179752	2.861736
Armcx1	0.830869	0.503191	0.022867	0.040173
Crlf2	4.755473	3.956527	6.44759	4.75837
Tomm6	11.020729	21.649128	8.027124	12.320786
Fam160b1	9.236133	9.610342	7.547822	7.432776
Catsper2	0.514115	1.132704	0.647167	1.081953
Fndc3a	16.314882	21.538681	13.216324	19.201094
BC026585	9.976129	7.265856	7.396725	6.42684
Prss35	0	0	0.048225	0
Larp4b	10.979866	14.035408	15.886984	23.10549
Cdc14a	0.202711	0.180022	0.416413	0.190343
Asprv1	0.323996	0.130811	0.107361	0.19915
Idi2	0	0	0.033246	0
Ppip5k1	0.314677	0.313565	2.025668	2.776809
Ttc7b	6.957521	10.795503	9.154868	8.283246
Acsm1	132.676758	137.567429	38.475399	39.26572
Casp4	0.621094	0	0.332723	0.294553
Idua	0.961504	0.43178	3.132243	4.140217
Arhgef5	7.506186	5.754807	26.659941	31.259829
Gtf2a2	51.461651	53.863605	18.333857	15.961427
Angptl1	0	0	0.013146	0
Znrf1	10.645061	9.590001	7.124868	8.042264
Dph5	7.548442	7.934708	10.560467	10.081666
Fam20b	3.863195	6.892831	6.926574	8.030911
Rbfox2	2.932808	2.867925	7.289324	7.455708
Myo6	15.457551	11.31803	6.626257	8.830132
Igf2bp2	0.242506	0.773978	6.201862	8.743304
Ndn	0.135132	0	0	0
Reep4	3.30297	0.903732	18.159674	21.949448
Myo5c	0	0	0.170429	0.122129
Spata2l	5.531545	6.596416	0.46706	0.517969
Lgi3	0	0	0.338964	0.141434
Rfwd3	4.454371	4.159212	8.01222	8.069221
Caskin1	0	0	0.03585	0.07654
Pank1	99.542999	100.978874	6.23007	6.195464
Map3k13	0.506905	0.271471	1.066896	1.20571
Pcgf3	4.231655	2.795874	5.180773	5.995804
Pdpr	7.544733	5.399211	3.711876	5.530123
Pik3c3	5.285676	4.129612	7.604941	8.433013
Hacd3	81.428154	86.811996	20.836647	18.423519
AW554918	0.131136	0.170184	1.270765	2.900325
Nat8f2	388.291992	392.864746	54.610683	63.756149
Piwil2	0.081615	0	0.265525	0.28848
Vps8	0.617084	0.563023	5.655925	6.10976
Ddx19b	5.601155	5.434222	6.460898	7.415595
Zfp7	0.181013	0.146166	5.911853	6.24229
Cep350	3.196831	3.991491	3.961968	4.243165
Gabrb3	0.087749	0.035429	0	0.009842
Qsox1	294.744507	281.550049	215.621017	196.42627
Ucp2	13.290768	9.392283	0.973026	0.773755
1300017J02Rik	216.00676	211.162857	153.944946	158.730347
Arhgap39	0.58606	1.696307	4.234204	3.936071
Acbd6	8.804326	16.763603	20.023043	18.331047
Fuk	2.117872	1.889664	8.34551	8.526436
Stard9	0.375137	0.521817	1.042145	2.050153
Smyd5	6.890481	6.575235	32.759739	30.268343
Lrrc24	10.948195	12.544839	17.450047	14.052821
Ccar2	6.317991	4.560596	10.543438	10.260963
Foxn3	3.863126	6.094026	12.179252	13.965611
Akr1c14	82.878922	72.242836	11.902114	12.10085
Adra2a	0	0	0	0.147908
Sfxn5	7.446187	5.397387	2.423456	1.961727
Vav3	0.119837	0	0.044122	0.022216
BC034090	0.17383	0	0.12621	0.011537
Lrrc14	4.464643	3.28175	7.784379	7.550481
Sf3b3	11.475294	11.953604	36.293442	38.289791
Spr	59.537434	75.193428	73.783203	69.566231
Fkbpl	2.422748	3.266548	3.554627	3.8885
Gadd45gip1	14.71289	15.870001	31.172636	26.592335
Mnd1	1.997873	2.072044	5.602885	4.752134
